序号,纬度,经度,河底高程,声呐高程
987,33.4903212,120.0746512,1.41,4.2
988,33.4903279,120.0746525,1.46,4.17
989,33.4903345,120.0746538,1.56,4.08
990,33.4903411,120.074655,1.6,4.03
991,33.4903478,120.0746562,1.67,3.97
992,33.4903544,120.0746572,1.69,3.94
993,33.4903611,120.0746581,1.77,3.86
994,33.4903679,120.0746591,1.81,3.84
995,33.4903746,120.0746601,1.79,3.85
996,33.4903813,120.0746611,1.87,3.75
997,33.4903879,120.0746623,1.88,3.75
998,33.4903946,120.0746633,1.94,3.66
999,33.4904012,120.0746645,1.98,3.65
1000,33.4904078,120.0746657,2.02,3.6
1001,33.4904144,120.0746668,2.05,3.57
1002,33.4904211,120.074668,2.13,3.49
1003,33.4904276,120.0746693,2.11,3.53
1004,33.4904342,120.0746705,2.21,3.42
1005,33.4904409,120.0746717,2.23,3.4
1006,33.4904475,120.074673,2.23,3.39
1007,33.4904541,120.0746743,2.17,3.46
1008,33.4904607,120.0746756,2.23,3.39
1009,33.4904672,120.0746769,2.25,3.38
1010,33.4904737,120.0746783,2.26,3.36
1011,33.4904803,120.0746798,2.26,3.36
1012,33.4904868,120.0746811,2.28,3.34
1013,33.4904935,120.0746825,2.28,3.35
1014,33.4905001,120.0746837,2.29,3.33
1015,33.4905067,120.0746851,2.35,3.29
1016,33.4905134,120.0746863,2.43,3.21
1017,33.4905201,120.0746874,2.55,3.09
1018,33.4905254,120.0746882,2.62,2.99
1019,33.4905321,120.0746893,2.77,2.85
1020,33.4905388,120.0746903,3.05,2.56
1021,33.4905455,120.0746913,2.76,2.85
1022,33.4905522,120.0746926,2.77,2.85
1023,33.4905588,120.0746937,3.68,1.94
1024,33.4905656,120.0746948,3.95,1.67
1025,33.4905722,120.0746957,4.05,1.57
1026,33.490579,120.0746969,4.16,1.45
1027,33.4905857,120.074698,4.26,1.36
1028,33.4905924,120.074699,4.32,1.29
1029,33.4905983,120.0746999,4.38,1.26
1030,33.4906034,120.0747007,4.39,1.26
1031,33.4906084,120.0747016,4.45,1.19
1032,33.4906132,120.0747022,4.5,1.15
1033,33.4906185,120.0747029,4.51,1.11
1034,33.4906248,120.0747073,4.9,0.76
1035,33.4906276,120.0747164,4.61,1.01
1036,33.4906245,120.0747251,5.3,0.35
1037,33.4906184,120.0747293,5.3,0.36
1038,33.4906128,120.0747294,5.17,0.46
1039,33.490606,120.0747278,4.85,0.78
1040,33.4905993,120.0747265,4.66,0.97
1041,33.4905927,120.0747251,4.54,1.08
1042,33.490586,120.0747239,4.45,1.18
1043,33.4905796,120.0747229,4.43,1.19
1044,33.4905731,120.0747221,4.33,1.29
1045,33.4905667,120.0747219,4.31,1.31
1046,33.4905603,120.0747219,4.26,1.36
1047,33.490554,120.0747223,4.2,1.42
1048,33.4905477,120.074723,4.1,1.53
1049,33.4905414,120.0747241,3.99,1.64
1050,33.4905351,120.0747252,3.99,1.64
1051,33.4905289,120.0747267,4,1.64
1052,33.4905227,120.0747283,3.63,2
1053,33.4905164,120.0747299,3.47,2.16
1054,33.4905101,120.0747314,3.27,2.36
1055,33.4905037,120.074733,3.09,2.55
1056,33.4904973,120.0747346,3.11,2.53
1057,33.4904908,120.0747361,2.87,2.77
1058,33.4904843,120.0747376,2.75,2.89
1059,33.4904778,120.0747392,2.65,2.99
1060,33.4904713,120.0747408,2.45,3.2
1061,33.4904648,120.0747424,2.52,3.14
1062,33.4904582,120.0747439,2.36,3.29
1063,33.4904517,120.0747453,2.39,3.26
1064,33.4904451,120.0747468,2.35,3.3
1065,33.4904385,120.0747484,2.3,3.34
1066,33.4904318,120.0747499,2.24,3.39
1067,33.4904253,120.0747514,2.15,3.47
1068,33.490419,120.0747528,2.17,3.46
1069,33.4904139,120.0747537,2.18,3.46
1070,33.4904076,120.0747545,2.17,3.47
1071,33.490401,120.0747549,2.14,3.5
1072,33.4903929,120.0747548,2.11,3.52
1073,33.490386,120.0747542,2.11,3.51
1074,33.4903802,120.0747539,2.15,3.5
1075,33.4903745,120.0747536,2.17,3.48
1076,33.4903682,120.0747528,2.14,3.47
1077,33.4903614,120.074752,2.09,3.52
1078,33.4903549,120.0747514,2.12,3.5
1079,33.4903487,120.0747506,2.1,3.52
1080,33.4903424,120.0747504,2.1,3.53
1081,33.4903362,120.0747508,2.09,3.54
1082,33.4903299,120.0747511,2.07,3.56
1083,33.4903235,120.0747509,2.06,3.56
1084,33.4903171,120.0747506,2.04,3.59
1085,33.4903107,120.0747509,2.01,3.62
1086,33.4903044,120.0747511,1.96,3.66
1087,33.4902977,120.0747512,1.97,3.67
1088,33.4902909,120.074751,1.96,3.66
1089,33.4902841,120.0747504,1.84,3.77
1090,33.4902773,120.07475,1.74,3.88
1091,33.4902707,120.0747503,1.8,3.82
1092,33.4902643,120.0747502,1.76,3.86
1093,33.4902578,120.0747496,1.74,3.89
1094,33.4902509,120.0747487,1.65,3.97
1095,33.4902438,120.0747474,1.57,4.05
1096,33.4902369,120.0747462,1.49,4.13
1097,33.4902299,120.0747445,1.44,4.19
1098,33.490223,120.0747424,1.26,4.38
1099,33.4902161,120.07474,1.18,4.45
1100,33.4902091,120.074737,1.05,4.56
1101,33.490202,120.0747343,1.01,4.6
1102,33.4901947,120.0747327,0.94,4.69
1103,33.4901873,120.074731,0.82,4.81
1104,33.4901798,120.0747294,0.7,4.91
1105,33.4901724,120.0747277,0.64,4.98
1106,33.4901653,120.0747265,0.51,5.11
1107,33.4901584,120.0747261,0.44,5.18
1108,33.4901515,120.0747265,0.43,5.21
1109,33.4901448,120.074727,0.42,5.2
1110,33.4901382,120.0747275,0.35,5.28
1111,33.4901312,120.0747276,0.34,5.29
1112,33.4901238,120.0747277,0.29,5.34
1113,33.4901164,120.0747275,0.16,5.48
1114,33.4901093,120.0747269,0.17,5.48
1115,33.4901042,120.0747261,0.21,5.44
1116,33.490099,120.0747251,0.14,5.51
1117,33.4900927,120.0747239,0.11,5.53
1118,33.4900861,120.0747223,0.04,5.59
1119,33.49008,120.07472,-0.01,5.62
1120,33.4900746,120.0747174,-2.50E-16,5.62
1121,33.4900692,120.0747147,-2.50E-16,5.63
1122,33.4900636,120.0747135,-0.04,5.66
1123,33.4900579,120.0747129,-0.06,5.66
1124,33.490053,120.0747123,-0.07,5.69
1125,33.4900467,120.0747114,-0.11,5.74
1126,33.4900403,120.0747101,-0.13,5.76
1127,33.490034,120.0747093,-0.12,5.74
1128,33.4900281,120.0747098,-0.14,5.75
1129,33.4900223,120.0747113,-0.13,5.76
1130,33.490016,120.0747132,-0.15,5.79
1131,33.4900092,120.0747148,-0.14,5.8
1132,33.4900021,120.074716,-0.36,6.02
1133,33.4899954,120.0747166,-0.19,5.85
1134,33.489989,120.0747169,-0.26,5.9
1135,33.4899827,120.0747166,-0.24,5.89
1136,33.4899763,120.0747161,-0.33,5.95
1137,33.4899696,120.0747151,-0.34,5.98
1138,33.4899627,120.0747139,-0.61,6.23
1139,33.4899557,120.0747122,-0.59,6.23
1140,33.4899487,120.0747103,-0.59,6.23
1141,33.4899422,120.0747079,-0.65,6.28
1142,33.4899359,120.0747052,-0.58,6.21
1143,33.4899296,120.0747028,-0.44,6.07
1144,33.4899231,120.0747011,-0.39,6
1145,33.4899161,120.0746992,-0.27,5.89
1146,33.489909,120.074697,-0.23,5.87
1147,33.489902,120.074695,-0.18,5.83
1148,33.4898948,120.0746936,-0.16,5.8
1149,33.4898873,120.0746924,-0.15,5.79
1150,33.4898799,120.0746906,-0.1,5.74
1151,33.4898728,120.0746884,-0.08,5.72
1152,33.4898662,120.074686,-0.14,5.75
1153,33.4898595,120.0746833,0.03,5.59
1154,33.4898525,120.0746803,0.07,5.56
1155,33.4898448,120.074678,0.11,5.51
1156,33.4898375,120.0746788,0.2,5.43
1157,33.4898311,120.0746814,0.21,5.43
1158,33.4898245,120.0746844,0.23,5.39
1159,33.4898175,120.0746869,0.3,5.34
1160,33.4898101,120.0746891,0.19,5.45
1161,33.4898027,120.074691,0.32,5.32
1162,33.4897948,120.074692,0.4,5.23
1163,33.4897867,120.0746917,0.47,5.16
1164,33.4897784,120.0746908,0.49,5.14
1165,33.4897702,120.0746896,0.45,5.18
1166,33.4897618,120.0746882,0.73,4.91
1167,33.4897533,120.0746865,0.81,4.83
1168,33.4897448,120.0746844,0.93,4.71
1169,33.4897364,120.0746822,1.01,4.61
1170,33.4897281,120.0746795,0.95,4.69
1171,33.48972,120.0746766,0.93,4.69
1172,33.4897119,120.0746733,1.36,4.24
1173,33.4897039,120.0746696,1.58,4.01
1174,33.4896963,120.0746665,1.7,3.93
1175,33.4896887,120.0746643,1.76,3.86
1176,33.4896827,120.0746623,1.73,3.87
1177,33.4896751,120.0746596,1.79,3.8
1178,33.4896669,120.0746575,1.94,3.67
1179,33.4896584,120.0746563,1.84,3.76
1180,33.4896503,120.0746552,1.85,3.76
1181,33.489642,120.0746539,1.83,3.76
1182,33.4896329,120.0746518,2.01,3.62
1183,33.4896236,120.0746496,1.91,3.7
1184,33.4896146,120.0746471,1.93,3.66
1185,33.4896061,120.0746452,1.9,3.7
1186,33.4895978,120.074645,1.92,3.69
1187,33.4895896,120.0746452,1.88,3.72
1188,33.4895814,120.0746451,1.87,3.7
1189,33.4895745,120.0746444,1.82,3.74
1190,33.4895706,120.0746437,1.84,3.74
1191,33.4895652,120.074643,1.81,3.8
1192,33.489559,120.0746425,1.87,3.71
1193,33.4895528,120.0746419,1.91,3.66
1194,33.4895469,120.0746414,1.84,3.72
1195,33.4895409,120.0746408,2.05,3.56
1196,33.4895344,120.0746397,2.25,3.36
1197,33.4895288,120.0746369,2.54,3.04
1198,33.4895237,120.074633,2.71,2.86
1199,33.4895187,120.0746288,3.03,2.57
1200,33.4895135,120.0746243,3.32,2.28
1201,33.4895083,120.0746195,3.53,2.05
1202,33.4895033,120.0746145,3.79,1.83
1203,33.4894983,120.0746095,3.97,1.65
1204,33.4894934,120.0746041,4.14,1.48
1205,33.4894884,120.0745989,4.26,1.34
1206,33.4894825,120.0745951,4.39,1.24
1207,33.4894763,120.0745928,4.46,1.18
1208,33.48947,120.0745918,4.48,1.14
1209,33.4894634,120.0745911,4.52,1.11
1210,33.4894564,120.0745906,4.75,0.88
1211,33.489449,120.0745912,4.95,0.68
1212,33.4894428,120.0745941,5.04,0.58
1213,33.4894372,120.0745974,5.02,0.63
1214,33.4894314,120.0746008,5.05,0.6
1215,33.4894252,120.0746042,5,0.64
1216,33.4894187,120.0746071,4.97,0.66
1217,33.4894119,120.0746107,4.93,0.68
1218,33.4894068,120.0746163,5.01,0.59
1219,33.4894038,120.0746235,4.92,0.69
1220,33.489403,120.0746317,4.78,0.86
1221,33.4894051,120.0746398,4.68,0.96
1222,33.4894095,120.0746456,4.52,1.15
1223,33.4894152,120.0746495,4.55,1.15
1224,33.4894208,120.074655,4.57,1.17
1226,33.4894251,120.0746705,4.41,1.33
1227,33.4894238,120.0746787,4.29,1.45
1228,33.4894213,120.0746847,4.14,1.6
1229,33.4894166,120.0746909,4.1,1.62
1230,33.4894104,120.0746954,4.25,1.48
1231,33.4894032,120.0746978,4.26,1.41
1232,33.4893955,120.0746986,4.27,1.35
1233,33.489387,120.0746989,4.32,1.31
1234,33.4893791,120.0746992,4.34,1.24
1235,33.4893715,120.074699,4.42,1.13
1236,33.4893639,120.0746984,4.56,0.97
1237,33.4893562,120.0746975,4.67,0.86
1238,33.4893486,120.0746968,4.81,0.64
1239,33.489341,120.0746951,5.05,0.52
1240,33.4893338,120.0746953,4.65,0.86
1242,33.4893199,120.0746994,5.18,0.3
1243,33.4893133,120.0747006,5.22,0.33
1244,33.4893074,120.0747017,5.15,0.33
1246,33.4893009,120.074708,5.29,0.25
1247,33.4892983,120.0747127,5.36,0.21
1248,33.4892955,120.0747193,5.26,0.24
1249,33.4892944,120.0747276,5.31,0.24
1250,33.4892958,120.074734,5.04,0.51
1251,33.4892979,120.0747407,5.13,0.5
1252,33.4892997,120.0747486,5.01,0.64
1253,33.4893015,120.0747563,4.95,0.69
1254,33.4893024,120.0747642,4.8,0.79
1255,33.4893027,120.0747732,4.65,1.02
1256,33.4893026,120.0747822,4.52,1.11
1257,33.4893019,120.0747902,4.02,1.55
1258,33.4893005,120.0747988,3.97,1.64
1259,33.4892986,120.0748064,3.91,1.7
1260,33.4892963,120.074814,3.85,1.77
1261,33.4892935,120.074822,3.88,1.8
1262,33.4892907,120.0748299,3.79,1.92
1263,33.4892903,120.0748368,3.71,1.95
1264,33.4892909,120.0748438,3.67,1.99
1265,33.4892912,120.0748507,3.63,2.04
1266,33.4892918,120.0748577,3.57,2.09
1267,33.4892933,120.0748656,3.7,1.92
1268,33.4892932,120.0748738,3.47,2.13
1269,33.4892916,120.0748804,3.46,2.14
1270,33.4892901,120.0748869,3.53,2.12
1271,33.4892881,120.0748937,3.51,2.15
1272,33.4892859,120.074901,3.41,2.23
1273,33.4892837,120.0749079,3.42,2.2
1274,33.4892813,120.0749148,3.52,2.11
1275,33.489279,120.074921,3.59,2.04
1276,33.4892767,120.0749261,3.48,2.14
1277,33.4892742,120.0749319,3.41,2.2
1278,33.4892703,120.0749389,0.03,5.56
1279,33.4892672,120.0749443,0.02,5.56
1280,33.4892641,120.0749494,0.68,4.91
1281,33.4892604,120.0749549,0.67,4.96
1282,33.4892565,120.0749587,0.87,4.76
1283,33.4892522,120.0749619,0.98,4.69
1284,33.4892476,120.0749647,1.08,4.57
1285,33.4892424,120.0749673,1.02,4.61
1286,33.4892369,120.0749694,1.1,4.53
1287,33.4892316,120.074971,1.07,4.55
1288,33.4892265,120.0749722,1.16,4.47
1289,33.4892203,120.0749733,1.43,4.2
1290,33.4892145,120.0749739,1.65,3.96
1291,33.4892092,120.0749742,1.96,3.68
1292,33.4892037,120.0749746,2.14,3.48
1293,33.489197,120.0749756,2.39,3.23
1294,33.4891912,120.0749792,2.75,2.85
1295,33.4891856,120.0749824,2.86,2.78
1296,33.4891798,120.0749838,2.95,2.7
1297,33.4891741,120.0749845,3.1,2.52
1298,33.4891677,120.0749847,3.15,2.48
1299,33.4891611,120.0749843,3.38,2.25
1300,33.4891537,120.0749834,3.53,2.07
1301,33.4891468,120.0749799,3.84,1.81
1302,33.4891429,120.0749753,4.07,1.58
1303,33.4891398,120.0749708,4.16,1.49
1304,33.4891357,120.0749649,4.28,1.39
1305,33.4891302,120.0749603,4.47,1.19
1306,33.4891248,120.074959,4.61,1.05
1307,33.489119,120.0749587,4.64,0.98
1308,33.4891127,120.0749587,4.61,0.99
1309,33.4891062,120.0749586,4.62,0.99
1310,33.4890999,120.0749579,4.84,0.77
1311,33.489094,120.0749563,4.96,0.67
1312,33.489088,120.0749542,5.02,0.63
1313,33.4890824,120.0749522,5.04,0.6
1314,33.4890765,120.0749503,5.19,0.46
1315,33.489071,120.0749504,5.24,0.38
1316,33.4890658,120.074953,5.24,0.38
1317,33.4890609,120.0749577,5.3,0.35
1318,33.4890567,120.0749626,5.27,0.36
1319,33.4890527,120.0749675,5.25,0.39
1320,33.4890489,120.0749721,5.21,0.44
1321,33.4890452,120.0749766,5.16,0.5
1322,33.4890409,120.0749809,5.2,0.46
1323,33.4890365,120.074985,5.28,0.36
1324,33.4890323,120.0749889,5.32,0.32
1325,33.4890281,120.0749928,5.39,0.26
1326,33.4890246,120.0749968,5.31,0.35
1327,33.4890218,120.0750016,5.21,0.45
1328,33.4890199,120.0750067,5.14,0.52
1329,33.4890185,120.0750123,5.05,0.58
1330,33.4890177,120.0750169,4.91,0.72
1331,33.4890168,120.0750247,4.8,0.82
1332,33.4890156,120.0750294,4.72,0.91
1333,33.4890139,120.0750339,4.72,0.93
1334,33.4890115,120.0750382,4.55,1.1
1335,33.4890088,120.075042,4.66,1.01
1336,33.4890057,120.0750449,4.58,1.08
1337,33.4890025,120.0750473,4.65,1.02
1338,33.4889995,120.0750495,4.66,1.02
1339,33.4889968,120.0750518,4.67,0.98
1340,33.4889946,120.0750542,4.68,0.97
1341,33.4889927,120.0750564,4.67,0.98
1342,33.488991,120.0750589,4.69,0.97
1343,33.488989,120.0750617,4.68,0.98
1344,33.4889869,120.0750644,4.63,1.02
1345,33.4889846,120.0750671,4.63,1.03
1346,33.4889821,120.0750702,4.51,1.14
1347,33.4889794,120.0750735,4.51,1.14
1348,33.4889765,120.0750766,4.57,1.08
1349,33.4889736,120.0750798,4.58,1.06
1350,33.4889707,120.0750828,4.49,1.16
1351,33.4889675,120.0750861,4.46,1.19
1352,33.4889638,120.0750899,4.48,1.16
1353,33.4889597,120.0750938,4.44,1.2
1354,33.4889556,120.0750974,4.35,1.29
1355,33.4889515,120.0751008,4.33,1.31
1356,33.4889478,120.0751042,4.3,1.34
1357,33.4889447,120.0751077,4.19,1.47
1358,33.4889422,120.0751109,4.29,1.37
1359,33.4889402,120.0751139,4.26,1.38
1360,33.4889386,120.0751167,4.28,1.37
1361,33.4889373,120.0751194,4.3,1.34
1362,33.4889363,120.0751219,4.31,1.33
1363,33.4889355,120.0751243,4.33,1.33
1364,33.4889349,120.0751267,4.34,1.32
1365,33.4889346,120.0751292,4.38,1.28
1366,33.4889344,120.075132,4.36,1.29
1367,33.488934,120.075135,4.31,1.34
1368,33.4889333,120.075138,4.23,1.42
1369,33.4889322,120.0751407,4.2,1.45
1370,33.488931,120.075143,4.22,1.43
1371,33.4889297,120.0751448,4.2,1.46
1372,33.4889285,120.0751463,4.22,1.44
1373,33.488927,120.0751477,4.18,1.46
1374,33.488925,120.0751495,4.2,1.45
1375,33.4889231,120.0751512,4.19,1.45
1376,33.4889213,120.075153,4.16,1.47
1377,33.488919,120.075155,4.12,1.52
1378,33.4889169,120.0751573,4.11,1.54
1379,33.4889153,120.0751594,4.09,1.56
1380,33.4889137,120.0751617,4.08,1.58
1381,33.4889118,120.0751654,4.08,1.58
1382,33.488911,120.0751701,4.02,1.62
1383,33.4889116,120.0751747,3.95,1.7
1384,33.4889133,120.0751794,3.81,1.82
1385,33.4889161,120.0751862,3.55,2.07
1386,33.4889166,120.0751939,3.43,2.17
1387,33.488914,120.0752006,3.4,2.23
1388,33.4889093,120.0752051,3.36,2.27
1389,33.488903,120.0752065,3.56,2.07
1390,33.4888972,120.0752044,3.69,1.94
1391,33.4888941,120.0752014,3.79,1.85
1392,33.4888908,120.0751968,3.87,1.77
1393,33.4888877,120.0751914,4.01,1.61
1394,33.4888846,120.075185,4.05,1.57
1395,33.4888814,120.0751791,4.12,1.49
1396,33.488878,120.0751731,4.21,1.41
1397,33.4888746,120.0751669,4.44,1.17
1398,33.488871,120.0751611,4.7,0.91
1399,33.4888665,120.075156,4.89,0.72
1400,33.4888598,120.07515,5.11,0.49
1405,33.4888496,120.0751407,5.46,0.21
1406,33.4888496,120.0751407,5.47,0.21
1407,33.4888495,120.0751407,5.47,0.21
1408,33.4888495,120.0751408,5.46,0.21
1409,33.4888496,120.0751408,5.46,0.21
